frame,snr_db,channel,eff_E,eff_L,eff_F,bler_F,raw_oracle,frozen_lambda_clairvoyant,rf,e_class
1512,7.764,awgn,0.75294,0.94845,0.83473,0.54331,L,L,L,
1513,6.077,awgn,0.72941,0.93878,0.72941,1.0,L,L,L,
1514,5.518,rayleigh,0.72093,0.93878,0.72093,1.0,L,L,L,
1515,16.974,awgn,0.72941,0.92929,0.96,0.0,F,F,F,
1516,16.881,awgn,0.7381,0.94949,0.96,0.0,F,L,L,
1517,9.522,rayleigh,0.72941,0.92157,0.72941,1.0,L,L,L,
1518,0.85,awgn,0.7381,0.92784,0.7381,1.0,L,L,L,
1519,1.441,rayleigh,0.7381,0.92784,0.7381,1.0,L,L,L,
1520,17.932,awgn,0.7381,0.9375,0.96907,0.0,F,F,F,
1521,6.685,rayleigh,0.74699,0.94845,0.74699,1.0,L,L,L,
1522,17.841,awgn,0.74699,0.9375,0.96907,0.0,F,F,F,
1523,15.107,awgn,0.76543,0.95745,0.97917,0.0,F,F,F,
1524,18.812,awgn,0.7561,0.94737,0.96907,0.0,F,F,F,
1525,0.513,rayleigh,0.7561,0.96842,0.7561,1.0,L,L,L,
1526,4.579,rayleigh,0.72941,0.92784,0.72941,1.0,L,L,L,
1527,10.397,awgn,0.74699,0.94737,0.96907,0.0,F,F,L,
1528,10.452,awgn,0.80488,0.95833,0.94949,0.0,L,L,L,
1529,14.441,awgn,0.78049,0.96842,0.95918,0.0,L,L,L,
1530,12.69,rayleigh,0.7561,0.95745,0.7561,1.0,L,L,L,
1531,2.955,rayleigh,0.78049,0.97917,0.78049,1.0,L,L,L,
1532,7.664,awgn,0.78049,0.96907,0.83644,0.60343,L,L,L,
1533,12.912,awgn,0.78049,0.96907,0.93069,0.0,L,L,L,
1534,3.304,rayleigh,0.77108,0.95918,0.77108,1.0,L,L,L,
1535,2.007,awgn,0.77108,0.95918,0.77108,1.0,L,L,L,
1536,10.229,rayleigh,0.78049,0.96907,0.78049,1.0,L,L,L,
1537,9.478,rayleigh,0.77108,0.95918,0.77108,1.0,L,L,L,
1538,14.175,rayleigh,0.76543,0.98947,0.76543,1.0,L,L,L,
1539,15.156,rayleigh,0.78049,0.96907,0.78049,1.0,L,L,L,
1540,9.191,awgn,0.775,0.97917,0.92111,0.16267,L,L,L,
1541,8.495,awgn,0.78481,0.97917,0.9064,0.30272,L,L,L,
1542,11.102,rayleigh,0.76543,0.94845,0.76543,1.0,L,L,L,
1543,16.001,awgn,0.77108,0.94949,0.95918,0.0,F,L,L,
1544,6.75,awgn,0.775,0.94845,0.775,1.0,L,L,L,
1545,14.099,rayleigh,0.75,0.94845,0.75,1.0,L,L,L,
1546,10.054,awgn,0.75,0.95833,0.94845,0.0,L,L,L,
1547,9.24,rayleigh,0.775,0.95833,0.775,1.0,L,L,L,
1548,8.545,awgn,0.75,0.96842,0.89038,0.29265,L,L,L,
1549,19.772,rayleigh,0.79012,0.94845,0.79012,1.0,L,L,L,
1550,14.579,rayleigh,0.75,0.9375,0.75,1.0,L,L,L,
1551,4.258,awgn,0.75,0.94737,0.75,1.0,L,L,L,
1552,6.083,awgn,0.71605,0.91837,0.71605,1.0,L,L,L,
1553,16.703,rayleigh,0.76543,0.9375,0.76543,1.0,L,L,L,
1554,2.308,rayleigh,0.675,0.90909,0.675,1.0,L,L,L,
1555,7.702,awgn,0.75,0.95833,0.82519,0.58065,L,L,L,
1556,8.202,rayleigh,0.74074,0.95833,0.74074,1.0,L,L,L,
1557,19.961,awgn,0.76543,0.95833,0.95833,0.0,L,L,L,
1558,16.905,awgn,0.775,0.96842,0.95833,0.0,L,L,L,
1559,13.165,awgn,0.725,0.94845,0.94845,0.0,L,L,L,
1560,9.566,awgn,0.7561,0.95833,0.93164,0.08738,L,L,L,
1561,15.255,awgn,0.7561,0.96842,0.95833,0.0,L,L,L,
1562,12.146,rayleigh,0.7561,0.95833,0.7561,1.0,L,L,L,
1563,16.586,awgn,0.8,0.93878,0.93878,0.0,L,L,L,
1564,17.283,rayleigh,0.78481,0.94845,0.78481,1.0,L,L,L,
1565,19.653,awgn,0.75,0.94845,0.94845,0.0,L,L,L,
1566,2.913,awgn,0.78481,0.95833,0.78481,1.0,L,L,L,
1567,1.799,awgn,0.75,0.94737,0.75,1.0,L,L,L,
1568,5.656,rayleigh,0.73418,0.95745,0.73418,1.0,L,L,L,
1569,15.94,rayleigh,0.75,0.94737,0.75,1.0,L,L,L,
1570,13.243,awgn,0.75325,0.95745,0.9375,0.0,L,L,L,
1571,9.101,awgn,0.74359,0.94737,0.89451,0.18086,L,L,L,
1572,16.654,awgn,0.73418,0.95745,0.9375,0.0,L,L,L,
1573,7.306,awgn,0.77922,0.94624,0.80432,0.81741,L,L,L,
1574,9.7,rayleigh,0.77922,0.95745,0.77922,1.0,L,L,L,
1575,8.733,awgn,0.76923,0.9375,0.88035,0.25488,L,L,L,
1576,16.4,awgn,0.72727,0.95745,0.91837,0.0,L,L,L,
1577,2.237,rayleigh,0.77922,0.92784,0.77922,1.0,L,L,L,
1578,19.349,awgn,0.80519,0.92308,0.92473,0.0,F,L,L,
1579,19.1,rayleigh,0.76316,0.94382,0.76316,1.0,L,L,L,
1580,3.329,awgn,0.78947,0.95455,0.78947,1.0,L,L,L,
1581,16.736,awgn,0.72973,0.93333,0.92473,0.0,L,L,L,
1582,11.001,awgn,0.8,0.95455,0.93478,0.0,L,L,L,
1583,17.66,awgn,0.78947,0.94382,0.91489,0.0,L,L,L,
1584,14.295,rayleigh,0.74667,0.94253,0.74667,1.0,L,L,L,
1585,6.73,rayleigh,0.79452,0.94253,0.79452,1.0,L,L,L,
1586,5.464,rayleigh,0.79452,0.94253,0.79452,1.0,L,L,L,
1587,7.539,rayleigh,0.74667,0.92135,0.74667,1.0,L,L,L,
1588,4.381,awgn,0.77333,0.94253,0.77333,1.0,L,L,L,
1589,5.827,rayleigh,0.75676,0.93182,0.75676,1.0,L,L,L,
1590,9.59,rayleigh,0.78378,0.92135,0.78378,1.0,L,L,L,
1591,11.369,rayleigh,0.77333,0.94253,0.77333,1.0,L,L,L,
1592,6.653,rayleigh,0.76316,0.94253,0.76316,1.0,L,L,L,
1593,11.245,rayleigh,0.78481,0.89888,0.78481,1.0,L,L,L,
1594,17.193,rayleigh,0.75,0.89888,0.75,1.0,L,L,L,
1595,0.344,awgn,0.81013,0.91111,0.81013,1.0,L,L,L,
1596,19.488,rayleigh,0.81579,0.95238,0.81579,1.0,L,L,L,
1597,17.037,rayleigh,0.75676,0.95238,0.75676,1.0,L,L,L,
1598,8.562,rayleigh,0.78947,0.91954,0.78947,1.0,L,L,L,
1599,19.142,awgn,0.76712,0.93023,0.93023,0.0,L,L,L,
1600,17.576,awgn,0.78378,0.90909,0.94118,0.0,F,F,F,
1601,17.527,awgn,0.85333,0.92857,0.91954,0.0,L,L,L,
1602,17.509,rayleigh,0.83333,0.94118,0.83333,1.0,L,L,L,
1603,13.898,rayleigh,0.77333,0.92857,0.77333,1.0,L,L,L,
1604,1.503,rayleigh,0.8,0.96386,0.8,1.0,L,L,L,
1605,4.824,awgn,0.79452,0.97561,0.79452,1.0,L,L,L,
1606,14.738,awgn,0.82192,0.97561,0.96386,0.0,L,L,L,
1607,11.961,rayleigh,0.78378,0.94118,0.78378,1.0,L,L,L,
1608,17.304,rayleigh,0.83784,0.96386,0.83784,1.0,L,L,L,
1609,17.214,rayleigh,0.83333,0.97561,0.83333,1.0,L,L,L,
1610,8.65,rayleigh,0.83333,0.95122,0.83333,1.0,L,L,L,
1611,11.698,rayleigh,0.82857,0.91765,0.82857,1.0,L,L,L,
1612,11.045,awgn,0.86111,0.97561,0.97561,0.0,L,L,L,
1613,0.393,rayleigh,0.81159,0.98765,0.81159,1.0,L,L,L,
1614,18.395,rayleigh,0.81159,0.96386,0.81159,1.0,L,L,L,
1615,6.113,rayleigh,0.84507,0.96296,0.84507,1.0,L,L,L,
1616,8.423,awgn,0.87324,0.95122,0.93449,0.31731,L,L,L,
1617,16.025,rayleigh,0.85714,0.96296,0.85714,1.0,L,L,L,
1618,18.123,awgn,0.78873,0.96296,0.96296,0.0,L,L,L,
1619,11.453,awgn,0.81159,0.97436,0.95,0.0,L,L,L,
1620,14.671,awgn,0.91667,0.96203,0.95,0.0,L,L,L,
1621,9.702,rayleigh,0.88571,0.96203,0.88571,1.0,L,L,L,
1622,9.136,rayleigh,0.88571,0.97436,0.88571,1.0,L,L,L,
1623,5.924,awgn,0.90141,0.98701,0.90141,1.0,L,L,L,
1624,14.409,awgn,0.90141,0.98701,0.97436,0.0,L,L,L,
1625,13.695,rayleigh,0.88571,0.98701,0.88571,1.0,L,L,L,
1626,19.979,awgn,0.87324,0.98701,0.97436,0.0,L,L,L,
1627,5.055,awgn,0.90141,0.98701,0.90141,1.0,L,L,L,
1628,14.321,awgn,0.90141,0.97436,0.98701,0.0,F,L,L,
1629,17.109,rayleigh,0.86111,0.98701,0.86111,1.0,L,L,L,
1630,8.565,rayleigh,0.91667,0.98701,0.91667,1.0,L,L,L,
1631,7.363,rayleigh,0.87324,0.97436,0.87324,1.0,L,L,L,
1632,14.315,rayleigh,0.88571,0.97436,0.88571,1.0,L,L,L,
1633,10.514,awgn,0.90141,0.94872,0.96203,0.0,F,L,L,
1634,9.174,awgn,0.85714,0.96104,0.9446,0.16616,L,L,L,
1635,3.839,rayleigh,0.82857,0.93671,0.82857,1.0,L,L,L,
1636,15.257,rayleigh,0.84058,0.97436,0.84058,1.0,L,L,L,
1637,18.392,rayleigh,0.84058,0.97436,0.84058,1.0,L,L,L,
1638,18.842,rayleigh,0.89855,0.97368,0.89855,1.0,L,L,L,
1639,6.852,awgn,0.86957,0.97368,0.86957,1.0,L,L,L,
1640,9.192,awgn,0.85294,0.97368,0.94346,0.16258,L,L,L,
1641,1.281,rayleigh,0.88235,0.97368,0.88235,1.0,L,L,L,
1642,1.258,awgn,0.88235,0.96104,0.88235,1.0,L,L,L,
1643,9.25,rayleigh,0.82353,0.94872,0.82353,1.0,L,L,L,
1644,0.477,awgn,0.84848,0.97368,0.84848,1.0,L,L,L,
1645,0.907,rayleigh,0.81159,0.98667,0.81159,1.0,L,L,L,
1646,15.298,rayleigh,0.85294,0.97368,0.85294,1.0,L,L,L,
1647,6.96,awgn,0.85294,0.97368,0.85294,1.0,L,L,L,
1648,18.887,awgn,0.82353,0.97368,0.94872,0.0,L,L,L,
1649,3.984,awgn,0.81818,0.97368,0.81818,1.0,L,L,L,
1650,14.968,awgn,0.84848,0.96,0.9863,0.0,F,F,L,
1651,8.091,rayleigh,0.84848,0.96,0.84848,1.0,L,L,L,
1652,8.801,rayleigh,0.81818,0.97297,0.81818,1.0,L,L,L,
1653,3.747,rayleigh,0.83077,0.9863,0.83077,1.0,L,L,L,
1654,8.498,awgn,0.84848,0.97297,0.93536,0.30215,L,L,L,
1655,19.189,rayleigh,0.81818,0.97297,0.81818,1.0,L,L,L,
1656,5.267,rayleigh,0.83582,0.97297,0.83582,1.0,L,L,L,
1657,16.041,rayleigh,0.82353,0.97297,0.82353,1.0,L,L,L,
1658,18.215,rayleigh,0.74627,0.96,0.74627,1.0,L,L,L,
1659,12.858,rayleigh,0.81818,0.97297,0.81818,1.0,L,L,L,
1660,12.505,rayleigh,0.80597,0.9863,0.80597,1.0,L,L,L,
1661,7.801,awgn,0.83077,0.9589,0.89261,0.52147,L,L,L,
1662,17.596,rayleigh,0.81818,0.97297,0.81818,1.0,L,L,L,
1663,7.852,awgn,0.87879,0.9863,0.92675,0.49072,L,L,L,
1664,11.193,rayleigh,0.88889,0.98592,0.88889,1.0,L,L,L,
1665,11.512,rayleigh,0.85714,0.97222,0.85714,1.0,L,L,L,
1666,17.596,rayleigh,0.8254,0.97222,0.8254,1.0,L,L,L,
1667,6.524,awgn,0.80645,0.97143,0.80645,1.0,L,L,L,
1668,18.361,awgn,0.81818,0.97222,0.9589,0.0,L,L,L,
1669,2.453,rayleigh,0.83077,0.98592,0.83077,1.0,L,L,L,
1670,8.573,rayleigh,0.86154,0.94444,0.86154,1.0,L,L,L,
1671,8.648,awgn,0.8,0.95775,0.90515,0.27207,L,L,L,
1672,3.025,rayleigh,0.80597,0.92958,0.80597,1.0,L,L,L,
1673,12.878,awgn,0.8125,0.95775,0.97222,0.0,F,L,L,
1674,16.658,awgn,0.86154,0.95775,0.97222,0.0,F,L,L,
1675,18.31,awgn,0.86154,0.97222,0.9589,0.0,L,L,L,
1676,6.114,awgn,0.84848,0.98592,0.84848,1.0,L,L,L,
1677,2.392,rayleigh,0.86567,0.9589,0.86567,1.0,L,L,L,
1678,3.278,awgn,0.85294,0.96,0.85294,1.0,L,L,L,
1679,17.696,rayleigh,0.84848,0.94595,0.84848,1.0,L,L,L,
1680,17.867,rayleigh,0.86154,0.95775,0.86154,1.0,L,L,L,
1681,15.005,rayleigh,0.86154,0.97222,0.86154,1.0,L,L,L,
1682,9.949,awgn,0.875,0.97222,0.95804,0.01026,L,L,L,
1683,18.253,awgn,0.83871,0.94444,0.94444,0.0,L,L,L,
1684,8.405,rayleigh,0.8254,0.94444,0.8254,1.0,L,L,L,
1685,0.892,rayleigh,0.8254,0.9589,0.8254,1.0,L,L,L,
1686,9.965,awgn,0.85714,0.97222,0.95704,0.00698,L,L,L,
1687,10.862,awgn,0.87097,1.0,0.98551,0.0,L,L,L,
1688,9.711,awgn,0.83871,0.98551,0.97697,0.05815,L,L,L,
1689,10.464,rayleigh,0.87097,0.98551,0.87097,1.0,L,L,L,
1690,5.152,rayleigh,0.88525,0.95775,0.88525,1.0,L,L,L,
1691,10.349,awgn,0.8254,1.0,0.97143,0.0,L,L,L,
1692,14.886,awgn,0.85714,0.98551,0.98551,0.0,L,L,L,
1693,9.033,rayleigh,0.90625,0.97143,0.90625,1.0,L,L,L,
1694,15.94,awgn,0.88889,0.98551,0.98551,0.0,L,L,L,
1695,19.791,rayleigh,0.92063,0.98507,0.92063,1.0,L,L,L,
1696,7.055,awgn,0.90625,0.97143,0.90839,0.96714,L,L,L,
1697,6.847,awgn,0.90625,0.97143,0.90625,1.0,L,L,L,
1698,11.547,awgn,0.87097,0.97143,0.95775,0.0,L,L,L,
1699,10.081,awgn,0.84375,0.97143,0.95775,0.0,L,L,L,
1700,11.799,awgn,0.79365,0.97143,0.95775,0.0,L,L,L,
1701,6.123,awgn,0.85714,0.97143,0.85714,1.0,L,L,L,
1702,7.097,rayleigh,0.8254,0.98551,0.8254,1.0,L,L,L,
1703,14.018,awgn,0.83871,0.94286,0.95775,0.0,F,L,L,
1704,11.138,rayleigh,0.86667,0.94118,0.86667,1.0,L,L,L,
1705,8.622,rayleigh,0.88136,0.98462,0.88136,1.0,L,L,L,
1706,3.904,rayleigh,0.9,0.94118,0.9,1.0,L,L,L,
1707,15.519,awgn,0.9,0.92754,0.95522,0.0,F,F,L,
1708,11.412,rayleigh,0.91803,0.97059,0.91803,1.0,L,L,L,
1709,8.683,awgn,0.9,0.97059,0.94155,0.26489,L,L,L,
1710,8.564,awgn,0.85246,0.97059,0.92645,0.28897,L,L,L,
1711,15.213,rayleigh,0.85246,0.94286,0.85246,1.0,L,L,L,
1712,11.575,rayleigh,0.80645,0.97143,0.80645,1.0,L,L,L,
1713,18.67,rayleigh,0.83871,0.97143,0.83871,1.0,L,L,L,
1714,5.788,rayleigh,0.84375,0.97222,0.84375,1.0,L,L,L,
1715,11.437,rayleigh,0.84375,0.97222,0.84375,1.0,L,L,L,
1716,17.342,rayleigh,0.84375,0.97222,0.84375,1.0,L,L,L,
1717,4.4,awgn,0.86154,0.95775,0.86154,1.0,L,L,L,
1718,2.432,rayleigh,0.84848,0.97222,0.84848,1.0,L,L,L,
1719,9.328,rayleigh,0.84375,0.95652,0.84375,1.0,L,L,L,
1720,5.241,rayleigh,0.87097,0.94286,0.87097,1.0,L,L,L,
1721,14.04,rayleigh,0.90323,0.95652,0.90323,1.0,L,L,L,
1722,5.36,rayleigh,0.84375,0.95652,0.84375,1.0,L,L,L,
1723,13.618,awgn,0.90323,0.97059,0.95775,0.0,L,L,L,
1724,15.435,rayleigh,0.87097,0.94286,0.87097,1.0,L,L,L,
1725,2.784,awgn,0.90323,0.97059,0.90323,1.0,L,L,L,
1726,4.444,awgn,0.83871,0.95652,0.83871,1.0,L,L,L,
1727,19.232,awgn,0.83871,0.97059,0.95775,0.0,L,L,L,
1728,19.591,rayleigh,0.85246,0.95652,0.85246,1.0,L,L,L,
1729,16.829,rayleigh,0.81967,0.97059,0.81967,1.0,L,L,L,
1730,11.167,awgn,0.85714,0.95652,0.97143,0.0,F,L,L,
1731,18.951,awgn,0.81967,0.97143,0.95775,0.0,L,L,L,
1732,13.436,awgn,0.82759,0.97059,0.92958,0.0,L,L,L,
1733,3.303,rayleigh,0.88136,0.98507,0.88136,1.0,L,L,L,
1734,13.067,awgn,0.9,0.98507,0.97059,0.0,L,L,L,
1735,11.178,rayleigh,0.86667,0.97059,0.86667,1.0,L,L,L,
1736,3.013,rayleigh,0.85246,0.98507,0.85246,1.0,L,L,L,
1737,1.786,awgn,0.83333,0.95385,0.83333,1.0,L,L,L,
1738,8.681,awgn,0.81967,0.93939,0.93053,0.26544,L,L,L,
1739,11.514,awgn,0.85246,0.9697,0.95652,0.0,L,L,L,
1740,14.923,awgn,0.85246,0.9697,0.97059,0.0,F,L,L,
1741,12.756,awgn,0.85246,0.95522,0.97059,0.0,F,L,L,
1742,3.324,awgn,0.85246,0.9697,0.85246,1.0,L,L,L,
1743,5.226,rayleigh,0.84746,0.97059,0.84746,1.0,L,L,L,
1744,14.257,awgn,0.81356,0.98507,0.95652,0.0,L,L,L,
1745,11.877,rayleigh,0.86667,0.98507,0.86667,1.0,L,L,L,
1746,13.996,awgn,0.85246,0.98507,0.95652,0.0,L,L,L,
1747,8.442,rayleigh,0.86667,0.98507,0.86667,1.0,L,L,L,
1748,13.272,rayleigh,0.81967,0.98507,0.81967,1.0,L,L,L,
1749,14.313,rayleigh,0.85246,0.98507,0.85246,1.0,L,L,L,
1750,16.425,rayleigh,0.8,0.98507,0.8,1.0,L,L,L,
1751,9.318,awgn,0.83333,0.97059,0.93961,0.1373,L,L,L,
1752,13.574,rayleigh,0.86667,0.98507,0.86667,1.0,L,L,L,
1753,11.275,awgn,0.86667,0.97059,0.95652,0.0,L,L,L,
1754,18.991,rayleigh,0.83871,0.97059,0.83871,1.0,L,L,L,
1755,14.144,rayleigh,0.90323,0.98551,0.90323,1.0,L,L,L,
1756,8.235,awgn,0.87097,0.98551,0.92693,0.35507,L,L,L,
1757,9.005,awgn,0.87097,0.98551,0.95132,0.20015,L,L,L,
1758,9.782,rayleigh,0.83871,0.98551,0.83871,1.0,L,L,L,
1759,16.829,awgn,0.85246,0.95652,0.95775,0.0,F,L,L,
1760,8.063,rayleigh,0.80645,0.94286,0.80645,1.0,L,L,L,
1761,15.986,rayleigh,0.78125,0.95775,0.78125,1.0,L,L,L,
1762,9.607,rayleigh,0.81967,0.95775,0.81967,1.0,L,L,L,
1763,6.993,awgn,0.83333,0.97059,0.83333,1.0,L,L,L,
1764,11.555,rayleigh,0.84746,0.98507,0.84746,1.0,L,L,L,
1765,7.634,rayleigh,0.84746,0.98507,0.84746,1.0,L,L,L,
1766,13.192,awgn,0.82759,0.98507,0.92754,0.0,L,L,L,
1767,19.957,awgn,0.82759,0.97059,0.94118,0.0,L,L,L,
1768,17.934,rayleigh,0.83333,0.98507,0.83333,1.0,L,L,L,
1769,10.182,awgn,0.85246,0.95652,0.94286,0.0,L,L,L,
1770,4.148,awgn,0.84746,0.98551,0.84746,1.0,L,L,L,
1771,5.679,rayleigh,0.80645,0.97143,0.80645,1.0,L,L,L,
1772,5.435,awgn,0.84746,0.97143,0.84746,1.0,L,L,L,
1773,6.601,awgn,0.86667,0.98551,0.86667,1.0,L,L,L,
1774,10.47,awgn,0.86667,0.98551,0.95652,0.0,L,L,L,
1775,7.431,awgn,0.80645,0.97143,0.84896,0.74233,L,L,L,
1776,9.589,rayleigh,0.85246,0.98551,0.85246,1.0,L,L,L,
1777,3.194,rayleigh,0.85246,0.98551,0.85246,1.0,L,L,L,
1778,9.344,rayleigh,0.85246,0.98551,0.85246,1.0,L,L,L,
1779,0.807,awgn,0.88525,0.97143,0.88525,1.0,L,L,L,
1780,12.927,rayleigh,0.88525,0.98551,0.88525,1.0,L,L,L,
1781,16.991,rayleigh,0.83333,0.98551,0.83333,1.0,L,L,L,
1782,6.124,awgn,0.81967,0.98551,0.81967,1.0,L,L,L,
1783,2.374,rayleigh,0.86667,0.98551,0.86667,1.0,L,L,L,
1784,1.499,awgn,0.78689,0.98551,0.78689,1.0,L,L,L,
1785,13.864,awgn,0.83333,0.97143,0.97143,0.0,L,L,L,
1786,7.119,awgn,0.81356,0.98551,0.82482,0.92869,L,L,L,
1787,12.602,awgn,0.81967,0.98551,0.95775,0.0,L,L,L,
1788,0.166,awgn,0.85246,0.98551,0.85246,1.0,L,L,L,
1789,0.378,awgn,0.81967,0.98551,0.81967,1.0,L,L,L,
1790,5.793,awgn,0.81967,0.98551,0.81967,1.0,L,L,L,
1791,4.656,awgn,0.81967,0.98551,0.81967,1.0,L,L,L,
1792,16.405,awgn,0.81967,0.98551,0.97143,0.0,L,L,L,
1793,8.964,rayleigh,0.81967,0.97059,0.81967,1.0,L,L,L,
1794,16.262,rayleigh,0.81967,0.97059,0.81967,1.0,L,L,L,
1795,10.181,rayleigh,0.83333,0.95652,0.83333,1.0,L,L,L,
1796,14.503,rayleigh,0.80645,0.97059,0.80645,1.0,L,L,L,
1797,17.929,awgn,0.83333,0.97059,0.95775,0.0,L,L,L,
1798,7.423,rayleigh,0.81967,0.95652,0.81967,1.0,L,L,L,
1799,6.338,awgn,0.78689,0.94118,0.78689,1.0,L,L,L,
1800,11.358,rayleigh,0.81967,0.97059,0.81967,1.0,L,L,L,
1801,3.466,awgn,0.80645,0.97059,0.80645,1.0,L,L,L,
1802,8.176,rayleigh,0.81967,0.94118,0.81967,1.0,L,L,L,
1803,14.826,awgn,0.78689,0.94118,0.94444,0.0,F,L,L,
1804,11.238,awgn,0.78689,0.94118,0.95775,0.0,F,L,L,
1805,17.801,rayleigh,0.7541,0.94118,0.7541,1.0,L,L,L,
1806,4.282,rayleigh,0.77419,0.94286,0.77419,1.0,L,L,L,
1807,11.767,rayleigh,0.76667,0.94286,0.76667,1.0,L,L,L,
1808,4.006,rayleigh,0.7541,0.95652,0.7541,1.0,L,L,L,
1809,5.043,awgn,0.78689,0.95652,0.78689,1.0,L,L,L,
1810,11.394,rayleigh,0.76667,0.95652,0.76667,1.0,L,L,L,
1811,6.988,awgn,0.79365,0.95775,0.79365,1.0,L,L,L,
1812,8.56,awgn,0.7619,0.95775,0.90184,0.28969,L,L,L,
1813,14.901,rayleigh,0.8125,0.97143,0.8125,1.0,L,L,L,
1814,18.988,awgn,0.77419,0.94444,0.9589,0.0,F,L,L,
1815,6.305,rayleigh,0.79365,0.94444,0.79365,1.0,L,L,L,
1816,19.008,rayleigh,0.79365,0.97143,0.79365,1.0,L,L,L,
1817,5.977,rayleigh,0.79365,0.92958,0.79365,1.0,L,L,L,
1818,7.764,rayleigh,0.79365,0.98551,0.79365,1.0,L,L,L,
1819,9.752,rayleigh,0.8125,0.98551,0.8125,1.0,L,L,L,
1820,1.717,awgn,0.79365,0.97143,0.79365,1.0,L,L,L,
1821,7.765,awgn,0.79365,0.97143,0.87527,0.54296,L,L,L,
1822,5.072,rayleigh,0.8125,0.94286,0.8125,1.0,L,L,L,
1823,12.892,awgn,0.8,0.97143,0.9589,0.0,L,L,L,
1824,3.713,awgn,0.8,0.95775,0.8,1.0,L,L,L,
1825,15.273,awgn,0.81818,0.94286,0.97222,0.0,F,F,L,
1826,11.074,rayleigh,0.83077,0.91667,0.83077,1.0,L,L,L,
1827,17.267,rayleigh,0.78125,0.94286,0.78125,1.0,L,L,L,
1828,9.973,rayleigh,0.8125,0.92754,0.8125,1.0,L,L,L,
1829,12.058,rayleigh,0.8,0.95652,0.8,1.0,L,L,L,
1830,1.49,awgn,0.78125,0.94286,0.78125,1.0,L,L,L,
1831,9.235,awgn,0.8125,0.95652,0.93636,0.154,L,L,L,
1832,11.712,rayleigh,0.79365,0.95652,0.79365,1.0,L,L,L,
1833,8.554,awgn,0.8254,0.95652,0.92006,0.29093,L,L,L,
1834,4.471,awgn,0.78125,0.94286,0.78125,1.0,L,L,L,
1835,14.718,awgn,0.8254,0.95652,0.97222,0.0,F,L,L,
1836,10.046,awgn,0.78689,0.91429,0.95775,0.0,F,F,L,
1837,1.54,awgn,0.78689,0.95522,0.78689,1.0,L,L,L,
1838,16.082,rayleigh,0.77419,0.95522,0.77419,1.0,L,L,L,
1839,15.649,awgn,0.81967,0.94286,0.9589,0.0,F,L,L,
1840,11.369,rayleigh,0.8,0.94286,0.8,1.0,L,L,L,
1841,15.813,rayleigh,0.8125,0.95775,0.8125,1.0,L,L,L,
1842,10.663,awgn,0.76923,0.95775,0.97297,0.0,F,L,L,
1843,13.665,rayleigh,0.78125,0.93151,0.78125,1.0,L,L,L,
1844,4.5,rayleigh,0.8,0.95775,0.8,1.0,L,L,L,
1845,15.479,rayleigh,0.8,0.95775,0.8,1.0,L,L,L,
1846,14.884,awgn,0.76923,0.95775,0.97297,0.0,F,L,L,
1847,5.205,awgn,0.8125,0.91892,0.8125,1.0,L,L,L,
1848,14.114,awgn,0.81818,0.93151,0.94737,0.0,F,L,L,
1849,3.568,rayleigh,0.78788,0.89189,0.78788,1.0,L,L,L,
1850,18.89,rayleigh,0.8125,0.94444,0.8125,1.0,L,L,L,
1851,16.015,rayleigh,0.78788,0.94444,0.78788,1.0,L,L,L,
1852,6.56,awgn,0.8,0.94444,0.8,1.0,L,L,L,
1853,13.173,awgn,0.83077,0.95775,0.94595,0.0,L,L,L,
1854,19.401,awgn,0.84848,0.93151,0.94595,0.0,F,L,L,
1855,8.506,awgn,0.83582,0.93151,0.92268,0.30056,L,L,L,
1856,19.129,rayleigh,0.78125,0.94444,0.78125,1.0,L,L,L,
1857,14.625,rayleigh,0.81818,0.95775,0.81818,1.0,L,L,L,
1858,8.475,awgn,0.81818,0.93151,0.89801,0.30674,L,L,L,
1859,0.799,awgn,0.84848,0.95775,0.84848,1.0,L,L,L,
1860,7.528,awgn,0.81818,0.95775,0.85894,0.68454,L,L,L,
1861,12.167,rayleigh,0.79412,0.94444,0.79412,1.0,L,L,L,
1862,13.293,rayleigh,0.83582,0.91667,0.83582,1.0,L,L,L,
1863,12.871,rayleigh,0.86154,0.92958,0.86154,1.0,L,L,L,
1864,9.451,awgn,0.81818,0.91667,0.93182,0.11054,F,L,L,
1865,4.6,awgn,0.83077,0.95775,0.83077,1.0,L,L,L,
1866,4.548,awgn,0.84848,0.95775,0.84848,1.0,L,L,L,
1867,18.272,rayleigh,0.81818,0.94444,0.81818,1.0,L,L,L,
1868,19.751,awgn,0.83077,0.93151,0.96,0.0,F,F,L,
1869,14.999,rayleigh,0.78788,0.92958,0.78788,1.0,L,L,L,
1870,6.163,awgn,0.75758,0.93151,0.75758,1.0,L,L,L,
1871,5.498,rayleigh,0.79365,0.95775,0.79365,1.0,L,L,L,
1872,17.318,rayleigh,0.76923,0.95775,0.76923,1.0,L,L,L,
1873,19.786,rayleigh,0.8,0.94444,0.8,1.0,L,L,L,
1874,4.742,awgn,0.78788,0.9589,0.78788,1.0,L,L,L,
1875,6.132,rayleigh,0.81818,0.93151,0.81818,1.0,L,L,L,
1876,0.918,awgn,0.81818,0.9589,0.81818,1.0,L,L,L,
1877,11.233,awgn,0.78261,0.94595,0.93506,0.0,L,L,L,
1878,0.983,rayleigh,0.76471,0.94737,0.76471,1.0,L,L,L,
